Material;Descrição;Status;PP_TIPO_SACO_COLADO;PP_ALTURA_UTIL;PP_FACE;PP_PATCH;PP_FUNDO;PP_FUNDO_INF;PP_VALVULA;PP_PERFURADO_TUBEIRA;PP_PERFURADO_COLADEIRA;PP_FUROS_COLADEIRA;PP_DIAMETRO_FUROS_COLADEI;PP_NUMERO_FOLHAS;PP_PAPEL_EXTERNO;PP_GRAMATURA_EXTERNO;PP_PAPEL_2;PP_GRAMATURA_2;PP_PAPEL_3;PP_GRAMATURA_3;PP_PAPEL_4;PP_GRAMATURA_4;PP_PAPEL_5;PP_GRAMATURA_5;PP_PAPEL_INTERNO;PP_GRAMATURA_INTERNO;PP_TIP_PERF_FOL_EXT;PP_TIP_PERF_FOL_2;PP_TIP_PERF_FOL_3;PP_TIP_PERF_FOL_4;PP_TIP_PERF_FOL_5;PP_TIP_PERF_FOL_INT;PP_LARGURA_PEAD;PP_PERMEANCIA
825750;COLMI 91X67  BG PS 653046253956 PET SILV;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
825754;COLMI 91X67  BG AZ 653046141918 AZURE;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
805829;COLMI 92X67  AQUA GEM;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;8;;;;;;;SAK;85;;;;;;;900;6
791860;COLMI 92X67  DOUBLE SKY BLUE;C;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;8;;;;;;;SAK;85;;;;;;;900;6
825109;COLMI  91X67  BG SV 653046270304 SIL PEA;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
784825;COLME 106x80 PECTINA 25kg TST 3;L;COLME;560;520;C;200;200;150;S;N;;;3;SAK;70;SHN;111;;;;;;;SAK;70;NÃO PERFURAR;CILIN 2 TOT;;;;NANO PERF TOT;;58
784813;COLME 106x80 PECTINA 25KG TST 4;L;COLME;560;520;C;200;200;150;S;N;;;3;SAK;70;SHN;111;;;;;;;SAK;70;NÃO PERFURAR;MIC PERF VERSO;;;;NANO PERF TOT;;58
747278;COLME 100X74 ZIN OX 20KG PORT 3015567;L;COLME;575;485;T;130;130;130;S;N;;;3;SBK;90;SPA;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;980;55
788158;COLMI  95X69 80194923 IMVITE 1016;L;COLMI;535;460;X;120;120;105;S;N;;;3;SAK;85;PAX;10;;;;;;;SAK;75;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;930;55
779066;COLMI 78X65 80077731 CAL MAG CARB POWD;L;COLMI;520;380;X;90;90;90;N;N;;;2;SAK;85;;;;;;;;;SAK;70;;;;;;;;55
783405;COLME 100X74 ZIN OX 20KG PORT TESTE;L;COLME;575;485;T;130;130;130;S;N;;;3;SBK;90;SPA;8;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;980;55
747546;COLME 100X74 ZINC OXIDE 20KG 3015568;L;COLME;575;485;T;130;130;130;S;N;;;3;SBK;90;SPA;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;980;55
805745;COLVA 98X75 AND FORTE 42,5KG 08-00000140;L;COLVA;600;480;X;115;115;115;S;S;72;1.00;3;SAK;90;PAX;8;;;;;;;SAK;90;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;970;54
805746;COLVA 98X74 AND PREM 42,5kg 08-00000141;L;COLVA;585;480;X;115;115;115;S;S;72;1.00;3;SAK;90;PAX;8;;;;;;;SAK;90;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;970;54
784857;COLME 102x77  PECTINA 25kg TST 1;L;COLME;570;500;C;160;160;150;S;N;;;3;SAK;70;SHN;111;;;;;;;SAK;70;NÃO PERFURAR;CILIN 2 TOT;;;;NANO PERF TOT;1010;51
784829;COLME 102x77 PECTINA 25kg TST 2;L;COLME;570;500;C;160;160;150;S;N;;;3;SAK;70;SHN;111;;;;;;;SAK;70;NÃO PERFURAR;MIC PERF VERSO;;;;NANO PERF TOT;1010;51
805189;COLME 102x77 PECTINA TESTE MENOR COM IMP;L;COLME;570;500;C;160;160;150;S;N;;;3;SBK;73;SHN;111;;;;;;;SAK;70;NÃO PERFURAR;MIC PERF VERSO;;;;NANO PERF TOT;1010;51
782760;COLMI 87X65 80077728 AG DOLOMITA;L;COLMI;520;420;X;90;90;90;N;N;;;2;SBK;83;;;;;;;;;SAK;70;;;;;;;;50
788164;COLMI  102x75 80214704 PLAIN WHITE 1919;L;COLMI;600;495;X;115;115;105;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;75;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;1000;50
789872;COLVA 98x72  PORTLAND TYPE 3 HE TST;L;COLVA;580;480;X;105;105;105;S;S;40;1.00;3;SAK;90;SPA;10;;;;;;;SAK;90;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;970;50
789755;COLVA 96x73  PORTLAND TYPE S TST;L;COLVA;585;470;X;105;105;105;S;S;40;1.00;3;SAK;90;SPA;10;;;;;;;SAK;90;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;950;50
789715;COLVA 98x72  PORTLAND TYPE I II TST;L;COLVA;580;480;X;105;105;105;S;S;40;1.00;3;SAK;90;SPA;10;;;;;;;SAK;90;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;970;50
801160;COLVA 98x71 MULTIPLAST ATOTON 40kg;C;COLVA;575;480;X;100;100;100;S;S;92;1.00;4;SBK;83;SAK;70;SPA;8;;;;;SAK;70;MIC PERF TOTAL;MIC PERF TOTAL;NÃO PERFURAR;;;MIC PERF TOTAL;970;50
806211;COLME 105X80 INGREDION BUF REDIM;L;COLME;610;510;X;140;140;140;S;N;;;3;SAK;85;SPE;100;;;;;;;SAK;85;NÃO PERFURAR;PÉ GAL 3 TOT;;;;MIC PERF TOTAL;;50
793193;COLVA 100x75 HERCULES TYPE I 412;L;COLVA;610;490;X;105;105;105;S;N;;;3;SAK;90;SPA;10;;;;;;;SAK;90;MIC PERF TOTAL;MIC PERF TOTAL;;;;MIC PERF TOTAL;990;50
795840;COLMI  96x72 80219905 SPCT 1;L;COLMI;580;470;X;100;100;100;N;N;;;2;SAK;90;;;;;;;;;SAK;90;;;;;;;;50
801155;COLVA 100x71 MULTIPLAST 40kg HIDALGO;C;COLVA;575;490;X;100;100;100;S;S;92;1.00;4;SBK;83;SAK;70;SPA;8;;;;;SAK;70;MIC PERF TOTAL;MIC PERF TOTAL;NÃO PERFURAR;;;MIC PERF TOTAL;990;50
795812;COLVA 98x71 MULTIPLAST ATOTON 40kg TST;L;COLVA;575;480;X;100;100;100;S;S;92;1.00;4;SBK;83;SAK;70;SPA;8;;;;;SAK;70;MIC PERF TOTAL;MIC PERF TOTAL;NÃO PERFURAR;;;MIC PERF TOTAL;970;50
793185;COLVA 102x74 HERCULES TYPE II 429;L;COLVA;595;500;X;105;105;105;S;N;;;3;SAK;90;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;1010;50
790835;COLMI 80x60 PARGING MIX 970118;L;COLMI;450;390;X;110;110;110;S;S;32;1.00;2;SBK;83;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;50
805739;COLVA 98x73 TI SOL 42,5KG 08-00000120;L;COLVA;590;480;X;105;105;105;S;N;;;3;SAK;90;PAX;8;;;;;;;SAK;90;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;970;50
800953;COLVA 109x75 CEMENTO CPIIC32 50kg TST;L;COLVA;605;535;N;115;115;115;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NANO PERF TOT;;;;;NANO PERF TOT;;50
803095;COLME 98x74 300000745 Cargill 155PSC TST;L;COLME;560;480;T;140;140;140;S;N;;;4;SBK;83;PAF;30;SAK;86;;;;;SAK;86;NÃO PERFURAR;NÃO PERFURAR;MIC PERF TOTAL;;;MIC PERF TOTAL;970;48
797738;COLME 98x73  155PSC50LBS66010 PROVA IMP;C;COLME;560;480;T;140;140;140;S;N;;;4;SBK;83;PAF;30;SAK;86;;;;;SAK;86;NÃO PERFURAR;NÃO PERFURAR;MIC PERF TOTAL;;;MIC PERF TOTAL;970;48
794779;COLMI  78X63 80077726 DOLOWHITE POOL;L;COLMI;460;380;X;135;135;135;N;N;;;2;SAK;85;;;;;;;;;SAK;70;;;;;;;;48
825586;COLMI 78X63  80077734 DOLO SAND 30;L;COLMI;460;380;X;135;135;135;N;N;;;2;SAK;85;;;;;;;;;SAK;70;;;;;;;;48
796002;COLVA 98x72 CEM TIPO ICO 42,5KG TST;L;COLVA;575;480;X;105;105;105;S;N;;;3;SAK;85;PAX;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;970;46
724604;COLMI 82X75 300000226 DUL;L;COLMI;590;395;X;110;135;110;S;N;;;4;SPB;80;SLF;80;PAX;10;;;;;SLF;80;MIC PERF TOTAL;CILIN 3 TOT;NÃO PERFURAR;;;CILIN 3 TOT;800;45
786092;COLME 142x128 SIP22S 15kg 91011459 FM;L;COLME;1050;700;C;150;150;150;S;N;;;2;SBK;83;;;;;;;;;SAK;91;NÃO PERFURAR;;;;;NANO PERF TOT;1410;45
789198;COLME 142x128 9101 1124 NEUTRO 25kg;L;COLME;1050;700;C;150;150;150;N;N;;;2;SAK;90;;;;;;;;;SAK;90;;;;;;;1410;45
714806;COLMI 78X60 MASTER WALL MBB 2966 12K;C;COLMI;450;380;X;110;110;100;S;S;60;1.00;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;770;45
797079;COLVA  78x58 PEG CERAM SUPERIOR 25KG TST;L;COLVA;430;380;X;110;110;110;S;N;;;3;SBK;83;PAX;8;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;770;45
797103;COLVA  78x58 TOPEX CERAM NORMAL 25KG TST;L;COLVA;430;380;X;110;110;110;S;N;;;3;SBK;83;PAX;8;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;770;45
795494;COLVA 84X58  CEMENTO TITAN 47LBS TESTE;L;COLVA;445;410;X;100;100;100;S;S;60;1.00;3;SAK;85;PAX;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;MIC PERF TOTAL;830;45
805142;COLME 107x96 PO CACAU  25KG EURO N 41641;L;COLME;775;525;T;140;140;140;S;N;;;3;SAK;86;SPE;101;;;;;;;SAK;86;NÃO PERFURAR;MIC PERF TOTAL;;;;NÃO PERFURAR;;45
793186;COLVA  102x74 HERCULES TYPE I II 399;L;COLVA;595;500;X;105;105;105;S;N;;;3;SAK;90;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;1010;45
825181;COLMI 74x58  ARGAMASSA 20KG TST;L;COLMI;430;360;X;115;115;115;S;N;;;3;SBK;83;PAX;8;;;;;;;SAK;70;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;730;45
823825;COLMI 78X60 2966 12K MASTER WALL MBB;L;COLMI;450;380;X;110;110;100;S;S;60;1.00;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;770;45
805133;COLME 114x84 PO CACAU 25KG PBR N 41764;L;COLME;590;560;T;220;220;140;S;N;;;3;SAK;86;SPE;101;;;;;;;SAK;86;NÃO PERFURAR;MIC PERF TOTAL;;;;NÃO PERFURAR;;45
805144;COLME 119x86 PO CACAU PBR 25kg 261418;L;COLME;615;580;T;210;210;145;S;N;;;3;SAK;86;SPE;101;;;;;;;SAK;86;NÃO PERFURAR;MIC PERF TOTAL;;;;NÃO PERFURAR;;45
799413;COLMI 85x66  ADMIX C 500 20KG 25006993;L;COLMI;510;415;X;115;115;115;S;N;;;3;SBK;83;PAX;8;;;;;;;SAK;70;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;840;45
805130;COLME 111X82 PO CACAU 50LBS NORMAL 41729;L;COLME;565;545;T;220;220;140;S;N;;;3;SAK;86;SPE;101;;;;;;;SAK;86;NÃO PERFURAR;MIC PERF TOTAL;;;;NÃO PERFURAR;;45
617201;COLVA 102x77 413 94 LB IN TYPE III CEMEN;L;COLVA;610;500;X;105;130;105;S;N;;;3;SAK;90;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;1010;44
801890;COLMI 94X70 80253093 CALCIUM CARB NF 30;L;COLMI;575;460;X;90;90;90;S;N;;;2;SAK;85;;;;;;;;;SAK;75;NÃO PERFURAR;;;;;MIC PERF TOTAL;;44
823830;COLME 104X79 K-505 PLAIN bag for Cocoa;L;COLME;610;510;C;140;140;140;N;N;;;2;SAK;86;;;;;;;;;SAK;86;;;;;;;;43
793216;COLVA  101x75  HERCULES TYPE III 413;L;COLVA;575;495;X;135;135;135;S;N;;;3;SAK;90;PAX;10;;;;;;;SAK;90;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;1000;42
802427;COLVA 100x70 CEM PANAM 42,5kg TESTE;L;COLVA;570;490;N;100;100;100;S;S;84;1.00;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;42
746514;COLME 102x75 705157 50 DEXT33;L;COLME;570;500;T;140;140;140;S;N;;;4;SAK;71;SAK;71;PAF;20;;;;;SAK;71;NÃO PERFURAR;MIC PERF TOTAL;MIC PERF TOTAL;;;NÃO PERFURAR;1010;40
742398;COLMI 74X64 52907 JAMO SET WHITE;L;COLMI;510;355;X;90;90;90;S;S;24;1.50;4;SPB;80;SLF;80;PAX;10;;;;;SLF;80;NÃO PERFURAR;MIC PERF TOTAL;NÃO PERFURAR;;;MIC PERF TOTAL;720;40
787857;COLVA 109x78 CEMENTO HIDRAULICO 50KG TST;L;COLVA;630;535;X;110;110;110;S;N;;;3;SBK;83;SPA;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;1080;40
790058;COLMI 78x65 95461223 PREC NOSHR GRO;L;COLMI;495;380;X;115;115;115;S;N;;;3;SBK;83;PAX;8;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;770;40
790093;COLMI 86x62 95460832 80 SKT 5000 PLUS;L;COLMI;470;420;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;850;40
789758;COLVA 98x74 USO ANTISALITRE TIPO HS TST;L;COLVA;575;480;X;125;125;125;S;N;;;3;SAK;85;PAX;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;970;40
789264;COLMI 86x62 95460987 80 SKT CRA RES COM;L;COLMI;470;420;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;850;40
789269;COLMI 84x62 95460666 60 EVERC SAND MIX;C;COLMI;460;410;X;115;115;115;S;N;;;3;SAK;85;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;830;40
788321;COLMI 86x62 95467965 80 KINGS 5000 CONC;L;COLMI;470;420;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;850;40
789463;COLMI 86x62 95460832 80 SKT 5000 PLUS;L;COLMI;470;420;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;850;40
789266;COLMI 86x62 95460987 80 CRAC RES COM;L;COLMI;470;420;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;850;40
750268;COLVA 76x52  PORCELANATO INT 20KG3015288;L;COLVA;385;370;X;100;100;100;S;N;;;3;SDK;70;PAX;8;;;;;;;SAK;60;NÃO PERFURAR;NÃO PERFURAR;;;;NANO PERF TOT;750;40
801943;COLMI 78x63 95461475 50 SKT SBC WHITE;L;COLMI;475;380;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;770;40
802643;COLMI 83x61 95460664 60 MOR MIX TYPE N;L;COLMI;460;405;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;820;40
801014;COLVA 98x74 USO GENERAL 42,5kg;L;COLVA;575;480;X;125;125;125;S;N;;;3;SAK;85;PAX;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;970;40
795799;COLVA 98x72 USO ALBANILERIA 42,5kg;L;COLVA;580;480;X;105;105;105;S;N;;;3;SAK;85;PAX;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;970;40
803328;COLMI 78x63 95461476 50 SBC GRAY;L;COLMI;475;380;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;770;40
797431;COLMI 96X71 TYPE S 5000386;L;COLMI;560;470;X;108;108;108;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;950;40
805351;COLMI 84x61 95460666 60 EVERC SAND MIX;L;COLMI;460;410;X;115;115;115;S;N;;;3;SAK;85;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;830;40
800373;COLMI  78x61  40 SKT MAX CONCR 95460358;L;COLMI;460;380;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;NANO PERF TOT;770;40
802466;COLMI 78x61 95460757 60 MOR MIX TY S;L;COLMI;460;380;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;770;40
792428;COLVA 98x74 USO GENERAL 42,5KG;C;COLVA;575;480;X;125;125;125;S;N;;;3;SAK;85;PAX;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;970;40
793733;COLVA 98x72 USO ALBANILERIA 42,5KG;C;COLVA;580;480;X;105;105;105;S;N;;;3;SAK;85;PAX;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;970;40
799023;COLMI 89x63 95460324 80 MORT MIX S;L;COLMI;475;430;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;870;40
795813;COLVA 98x72 USO ESTRUCTURAL 42,5KG;L;COLVA;580;480;X;105;105;105;S;N;;;3;SAK;85;PAX;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;970;40
800629;COLMI 78x61 95460757 60 MOR MIX TY S;L;COLMI;460;380;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;770;40
795158;COLMI 89x63 95460324 80 SKT MORT MIX S;L;COLMI;475;430;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;90;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;870;40
803375;COLME 102x75 705157 DEXT33 PING TST;L;COLME;570;500;T;140;140;140;S;N;;;4;SAK;71;SAK;71;PAF;20;;;;;SAK;71;NÃO PERFURAR;MIC PERF TOTAL;MIC PERF TOTAL;;;NÃO PERFURAR;1010;40
784169;COLMI 74X58 TILE MATE 80P5055 TST;L;COLMI;445;355;X;90;90;90;N;S;24;1.50;4;SPB;80;SLF;80;PAS;25;;;;;SLF;80;;;;;;;720;4
550563;COLVA 102x73 CIMENT ELEPHANT FORT CPA45;C;COLVA;600;500;X;90;100;90;S;N;;;3;SAK;70;SAK;70;;;;;;;SAK;70;MIC PERF TOTAL;MIC PERF TOTAL;;;;MIC PERF TOTAL;;38
764674;COLVA 102x75  MULT PROPOS TPVA TST;L;COLVA;595;500;N;120;120;120;S;N;;;2;SAK;90;;;;;;;;;RVK;100;NÃO PERFURAR;;;;;MIC PERF VERSO;;38
790567;COLVA  80X58 WEBER REFRACTARIO 20KG;L;COLVA;440;390;X;110;110;110;S;S;68;1.50;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
790572;COLVA  80X58  WEBER BASIC EXP 25KG;L;COLVA;440;390;X;110;110;110;S;S;68;1.50;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
781488;COLVA  80X60 WEBER HIPERFACIL IMPER 30KG;L;COLVA;460;390;X;110;110;110;S;S;68;1.50;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
790564;COLVA  80X58 WEBER PORCELL EXP 25KG;L;COLVA;440;390;X;110;110;110;S;S;68;1.50;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
638865;COLVA 102x73 CIMENT ELEPHANT FORT CPA45;L;COLVA;600;500;X;90;100;90;S;N;;;3;SAK;70;SAK;70;;;;;;;SAK;70;MIC PERF TOTAL;MIC PERF TOTAL;;;;MIC PERF TOTAL;;38
806245;COLVA 80X60 KLAUKOL 209024 B COAT 27kg;L;COLVA;460;390;X;110;110;110;S;S;68;1.50;3;SAK;85;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
797847;COLMI 78X58 95460833 60 SAKR 5000 PLUS;L;COLMI;430;380;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;770;38
800957;COLVA  80X60  WEBER PRINT VD XC 30KG PAF;L;COLVA;460;390;X;110;110;110;S;S;68;1.50;3;SBK;83;PAF;15;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
826149;COLVA  80X60  WEBER LOPEGO PORCEL 30KG;L;COLVA;460;390;X;110;110;110;S;S;68;1.50;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
803644;COLVA  80X60 WEBER IMPERMEABLE 30 KG PLT;L;COLVA;460;390;X;110;110;110;S;S;68;1.50;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
806214;COLVA 80X60 KLAUKOL 209033 B HIDRO 30kg;L;COLVA;460;390;X;110;110;110;S;S;68;1.50;3;SAK;85;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
800967;COLVA  80X60 WEBER PRINT VD 30KG PAF;L;COLVA;460;390;X;110;110;110;S;S;68;1.50;3;SBK;83;PAF;15;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
799027;COLVA  80X60  WEBER CARPETA 30kg;L;COLVA;460;390;X;110;110;110;S;S;68;1.50;3;SBK;83;PAX;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
805139;COLME 111X82 PO CACAU 50LBS SOLD 41895;L;COLME;575;545;T;210;210;145;S;N;;;3;SAK;86;SPE;101;;;;;;;SAK;86;NÃO PERFURAR;MIC PERF TOTAL;;;;NÃO PERFURAR;;38
796777;COLMI 78X58 95460993 50 SAK ST VEN MORT;L;COLMI;430;380;X;115;115;115;S;N;;;3;SBK;83;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;770;38
797428;COLVA  80X60  WEBER BASIC 30KG 73GR;L;COLVA;460;390;X;110;110;110;S;S;68;1.50;3;SBK;73;PAX;10;;;;;;;SAK;75;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
797404;COLVA  80X60  WEBER BASIC 30KG 83GR;L;COLVA;460;390;X;110;110;110;S;S;68;1.50;3;SBK;83;PAX;10;;;;;;;SAK;70;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;790;38
574867;COLMI 85x63 SODIUM BICARBONATE 50LBS;C;COLMI;470;415;X;130;120;130;S;N;;;3;SAK;85;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;840;35
790259;COLMI  78X58  52430 BLEND GRAY;L;COLMI;440;375;X;100;100;100;S;S;24;1.50;4;SLF;80;SLF;80;PAX;10;;;;;SLF;80;MIC PERF TOTAL;MIC PERF TOTAL;NÃO PERFURAR;;;MIC PERF TOTAL;760;35
788258;COLVA 86x62 CEMENTO BLANCO CPO40B TST;L;COLVA;470;420;X;110;110;110;S;N;;;3;SBK;83;PAX;8;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;850;35
760710;COLVA 68x52 95460720 40 SKT CONC MIX;L;COLVA;380;330;X;115;90;115;S;N;;;2;SBK;83;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;35
759583;COLVA 68x52 95460720 40 SKT CONC MIX;L;COLVA;380;330;X;115;90;115;S;N;;;2;SBK;83;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;35
587734;COLMI 85x63 6911 Animal Feed Grade;L;COLMI;470;415;X;130;120;130;S;N;;;3;SAK;85;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;840;35
704089;COLVA 68x52 95460720 40 SKT CONC MIX;C;COLVA;380;330;X;115;90;115;S;N;;;2;SBK;83;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;35
806311;COLMI 85x63 ANIMAL FEED GRADE 6911;L;COLMI;470;415;X;130;120;130;S;N;;;3;SAK;85;PAX;10;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;840;35
805748;COLVA 98x74 CEM USO GEN APU 42,5 kg TST;L;COLVA;600;480;X;105;105;105;S;S;72;1.00;3;SBK;83;PAX;8;;;;;;;SAK;90;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;970;35
798298;COLME 109x78 BRANCO NEUTRO 602016 REV17;L;COLME;605;535;C;140;140;140;S;N;;;4;SBK;83;SAK;71;PAS;8;;;;;SAK;71;NÃO PERFURAR;MIC PERF TOTAL;MIC PERF TOTAL;;;NÃO PERFURAR;1080;35
